fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,texto_matricula
718,car,0.708699107170105,17,1333,324,1412,381,N/A,N/A
719,car,0.7117519974708557,14,1074,307,1173,386,matrícula,N/A
719,car,0.7117519974708557,14,1074,307,1173,386,N/A,N/A
719,car,0.7548413872718811,17,1332,324,1409,380,N/A,N/A
719,person,0.44500789046287537,10,812,285,856,378,N/A,N/A
720,car,0.7469363808631897,14,1072,307,1172,386,matrícula,N/A
720,car,0.7469363808631897,14,1072,307,1172,386,N/A,N/A
720,car,0.701688826084137,17,1331,324,1408,379,N/A,N/A
720,person,0.46926990151405334,10,813,286,854,377,N/A,N/A
721,car,0.7401400208473206,14,1070,307,1170,386,matrícula,N/A
721,car,0.7401400208473206,14,1070,307,1170,386,N/A,N/A
721,car,0.7194088697433472,17,1330,324,1406,378,N/A,N/A
721,person,0.4897089898586273,10,813,286,855,377,N/A,N/A
722,car,0.7551361322402954,14,1068,307,1169,387,matrícula,N/A
722,car,0.7551361322402954,14,1068,307,1169,387,N/A,N/A
722,car,0.7044278979301453,17,1328,323,1403,377,N/A,N/A
722,person,0.4694872796535492,10,813,286,858,377,N/A,N/A
723,car,0.737403929233551,14,1066,307,1170,388,matrícula,N/A
723,car,0.737403929233551,14,1066,307,1170,388,N/A,N/A
723,car,0.7237114906311035,17,1328,323,1401,375,N/A,N/A
723,person,0.551568865776062,10,813,287,857,377,N/A,N/A
724,car,0.7463766932487488,14,1064,307,1168,388,matrícula,N/A
724,car,0.7463766932487488,14,1064,307,1168,388,N/A,N/A
724,car,0.6916977763175964,17,1329,324,1399,375,N/A,N/A
724,person,0.5282998085021973,10,813,286,856,377,N/A,N/A
725,car,0.719818115234375,14,1062,307,1167,389,matrícula,N/A
725,car,0.719818115234375,14,1062,307,1167,389,N/A,N/A
725,car,0.7278313636779785,17,1327,323,1398,374,N/A,N/A
725,person,0.492557555437088,10,813,284,860,377,N/A,N/A
726,car,0.7337118983268738,14,1061,307,1166,390,matrícula,N/A
726,car,0.7337118983268738,14,1061,307,1166,390,N/A,N/A
726,car,0.7533704042434692,17,1325,323,1397,374,N/A,N/A
726,person,0.5176769495010376,10,814,283,859,378,N/A,N/A
727,car,0.7073978185653687,14,1060,307,1165,390,matrícula,N/A
727,car,0.7073978185653687,14,1060,307,1165,390,N/A,N/A
727,car,0.7808663249015808,17,1323,323,1397,373,N/A,N/A
727,person,0.44214776158332825,10,814,284,857,376,N/A,N/A
728,car,0.7914750576019287,14,1057,307,1166,392,matrícula,N/A
728,car,0.7914750576019287,14,1057,307,1166,392,N/A,N/A
728,car,0.7829461693763733,17,1320,322,1396,373,N/A,N/A
728,person,0.48009368777275085,10,815,285,852,376,N/A,N/A
729,car,0.811077356338501,14,1054,306,1167,394,matrícula,N/A
729,car,0.811077356338501,14,1054,306,1167,394,N/A,N/A
729,car,0.7805303335189819,17,1317,321,1394,373,N/A,N/A
729,person,0.42306652665138245,10,816,286,852,375,N/A,N/A
730,car,0.812503457069397,14,1052,305,1167,394,matrícula,N/A
730,car,0.812503457069397,14,1052,305,1167,394,N/A,N/A
730,car,0.7687053084373474,17,1317,320,1392,372,N/A,N/A
730,person,0.4943503737449646,10,816,286,857,376,N/A,N/A
731,car,0.7442981004714966,14,1049,305,1166,395,matrícula,N/A
731,car,0.7442981004714966,14,1049,305,1166,395,N/A,N/A
731,car,0.7751366496086121,17,1316,320,1391,371,N/A,N/A
731,person,0.4215417802333832,10,815,286,862,376,N/A,N/A
732,car,0.7788575887680054,14,1045,305,1165,395,matrícula,N/A
732,car,0.7788575887680054,14,1045,305,1165,395,N/A,N/A
732,car,0.7687857747077942,17,1315,322,1390,371,N/A,N/A
732,person,0.48267245292663574,10,816,286,864,376,N/A,N/A
733,car,0.8215557932853699,14,1043,306,1165,396,matrícula,N/A
733,car,0.8215557932853699,14,1043,306,1165,396,N/A,N/A
733,car,0.7663789987564087,17,1315,323,1390,371,N/A,N/A
734,car,0.6668292284011841,14,1039,306,1163,397,matrícula,N/A
734,car,0.6668292284011841,14,1039,306,1163,397,N/A,N/A
734,car,0.764691948890686,17,1315,323,1389,370,N/A,N/A
734,person,0.42161890864372253,10,818,287,863,377,N/A,N/A
735,car,0.6591084599494934,14,1036,307,1161,398,matrícula,N/A
735,car,0.6591084599494934,14,1036,307,1161,398,N/A,N/A
735,car,0.7738383412361145,17,1315,324,1389,370,N/A,N/A
736,car,0.6868837475776672,14,1033,307,1159,399,matrícula,N/A
736,car,0.6868837475776672,14,1033,307,1159,399,N/A,N/A
736,car,0.7583732604980469,17,1314,325,1389,370,N/A,N/A
736,person,0.4231342673301697,10,825,286,866,377,N/A,N/A
737,car,0.7556772232055664,14,1031,309,1157,400,matrícula,N/A
737,car,0.7556772232055664,14,1031,309,1157,400,N/A,N/A
737,car,0.7484800815582275,17,1312,326,1388,370,N/A,N/A
738,car,0.7495635151863098,14,1027,308,1157,402,matrícula,N/A
738,car,0.7495635151863098,14,1027,308,1157,402,N/A,N/A
738,car,0.7520675659179688,17,1312,325,1388,370,N/A,N/A
738,person,0.4126322567462921,10,827,284,869,377,N/A,N/A
739,car,0.7067623734474182,14,1025,307,1156,404,matrícula,N/A
739,car,0.7067623734474182,14,1025,307,1156,404,N/A,N/A
739,car,0.7583653330802917,17,1312,324,1387,369,N/A,N/A
739,person,0.41454949975013733,10,829,284,870,375,N/A,N/A
740,car,0.7994849681854248,14,1023,307,1156,405,matrícula,N/A
740,car,0.7994849681854248,14,1023,307,1156,405,N/A,N/A
740,car,0.731765866279602,17,1311,325,1386,369,N/A,N/A
740,person,0.47604304552078247,10,830,282,869,375,N/A,N/A
740,car,0.5929780006408691,19,1168,314,1220,347,N/A,N/A
741,car,0.8202688097953796,14,1020,306,1155,405,matrícula,N/A
741,car,0.8202688097953796,14,1020,306,1155,405,N/A,N/A
741,car,0.7201630473136902,17,1309,324,1382,368,N/A,N/A
741,person,0.5196489095687866,10,830,281,866,375,N/A,N/A
741,car,0.5872399210929871,19,1169,315,1221,347,N/A,N/A
742,car,0.8408353924751282,14,1017,306,1153,407,matrícula,N/A
742,car,0.8408353924751282,14,1017,306,1153,407,N/A,N/A
742,car,0.6951526999473572,17,1308,324,1379,367,N/A,N/A
742,person,0.47504350543022156,10,830,282,864,375,N/A,N/A
742,car,0.5825977325439453,19,1171,315,1221,346,N/A,N/A
743,car,0.8348187208175659,14,1013,306,1150,407,matrícula,N/A
743,car,0.8348187208175659,14,1013,306,1150,407,N/A,N/A
743,car,0.7154255509376526,17,1308,323,1376,367,N/A,N/A
743,person,0.4456203579902649,10,830,282,862,373,N/A,N/A
743,car,0.5620921850204468,19,1172,315,1221,346,N/A,N/A
744,car,0.7803218364715576,14,1008,306,1148,409,matrícula,N/A
744,car,0.7803218364715576,14,1008,306,1148,409,N/A,N/A
744,car,0.7408297657966614,17,1307,322,1373,367,N/A,N/A
744,car,0.5640180706977844,19,1172,315,1221,347,N/A,N/A
745,car,0.8562633395195007,14,1004,305,1146,410,matrícula,N/A
745,car,0.8562633395195007,14,1004,305,1146,410,N/A,N/A
745,car,0.7472397685050964,17,1307,322,1372,366,N/A,N/A
745,car,0.5650222301483154,19,1178,315,1223,346,N/A,N/A
746,car,0.8425616025924683,14,999,305,1144,411,matrícula,N/A
746,car,0.8425616025924683,14,999,305,1144,411,N/A,N/A
746,car,0.7530991435050964,17,1307,322,1373,366,N/A,N/A
746,car,0.5288469195365906,19,1181,316,1223,346,N/A,N/A
747,car,0.8547918796539307,14,994,304,1142,413,matrícula,N/A
747,car,0.8547918796539307,14,994,304,1142,413,N/A,N/A
747,car,0.7428090572357178,17,1307,322,1373,366,N/A,N/A
747,car,0.5154365301132202,19,1181,316,1223,346,N/A,N/A
748,car,0.813010573387146,14,991,303,1140,414,matrícula,N/A
748,car,0.813010573387146,14,991,303,1140,414,N/A,N/A
748,car,0.7369325160980225,17,1307,321,1371,365,N/A,N/A
748,person,0.4656434655189514,10,834,285,865,374,N/A,N/A
748,car,0.48506855964660645,19,1182,316,1224,346,N/A,N/A
749,car,0.824052631855011,14,987,303,1139,415,matrícula,N/A
749,car,0.824052631855011,14,987,303,1139,415,N/A,N/A
749,car,0.749771773815155,17,1307,321,1371,365,N/A,N/A
749,car,0.4810692369937897,19,1181,316,1225,346,N/A,N/A
750,car,0.8678193092346191,14,983,302,1135,416,matrícula,N/A
750,car,0.8678193092346191,14,983,302,1135,416,N/A,N/A
750,car,0.7576421499252319,17,1307,321,1370,364,N/A,N/A
750,person,0.43773189187049866,10,834,284,869,373,N/A,N/A
750,car,0.5169710516929626,19,1180,316,1226,346,N/A,N/A
751,car,0.8344895839691162,14,980,301,1133,418,matrícula,N/A
751,car,0.8344895839691162,14,980,301,1133,418,N/A,N/A
751,car,0.7579538226127625,17,1306,321,1369,364,N/A,N/A
751,person,0.45833808183670044,10,834,283,875,373,N/A,N/A
751,car,0.543990969657898,19,1180,317,1227,347,N/A,N/A
752,car,0.8709059357643127,14,975,298,1133,419,matrícula,N/A
752,car,0.8709059357643127,14,975,298,1133,419,N/A,N/A
752,car,0.7547535300254822,17,1306,321,1369,364,N/A,N/A
752,person,0.4396820664405823,10,834,282,871,375,N/A,N/A
752,car,0.5294091105461121,19,1180,317,1228,347,N/A,N/A
753,car,0.8626667857170105,14,970,298,1132,421,matrícula,N/A
753,car,0.8626667857170105,14,970,298,1132,421,N/A,N/A
753,car,0.7068949341773987,17,1306,322,1369,363,N/A,N/A
753,person,0.42034396529197693,10,834,283,868,374,N/A,N/A
753,car,0.5004818439483643,19,1181,317,1228,347,N/A,N/A
754,car,0.9130502343177795,14,965,299,1135,423,matrícula,1w
754,car,0.9130502343177795,14,965,299,1135,423,N/A,N/A
754,car,0.6590661406517029,17,1306,323,1368,363,N/A,N/A
754,person,0.4960423707962036,10,834,284,868,374,N/A,N/A
754,car,0.49380677938461304,19,1181,319,1228,346,N/A,N/A
755,car,0.8793244957923889,14,959,300,1136,425,matrícula,1w
755,car,0.8793244957923889,14,959,300,1136,425,N/A,N/A
755,car,0.6460565328598022,17,1306,323,1367,363,N/A,N/A
755,person,0.5631564855575562,10,834,286,868,373,N/A,N/A
755,car,0.5369305610656738,19,1181,319,1229,347,N/A,N/A
756,car,0.8400266170501709,14,954,299,1134,426,matrícula,1w
756,car,0.8400266170501709,14,954,299,1134,426,N/A,N/A
756,car,0.6300867795944214,17,1305,323,1365,363,N/A,N/A
756,person,0.5706623196601868,10,834,286,870,373,N/A,N/A
756,car,0.5788043737411499,19,1181,319,1230,347,N/A,N/A
757,car,0.835506796836853,14,947,298,1130,428,matrícula,mk
757,car,0.835506796836853,14,947,298,1130,428,N/A,N/A
757,car,0.664487898349762,17,1306,322,1362,362,N/A,N/A
757,person,0.5534752607345581,10,834,286,870,371,N/A,N/A
757,car,0.5886660218238831,19,1182,319,1231,347,N/A,N/A
758,car,0.8390727639198303,14,945,299,1129,429,matrícula,mk
758,car,0.8390727639198303,14,945,299,1129,429,N/A,N/A
758,car,0.6575327515602112,17,1305,322,1361,362,N/A,N/A
758,person,0.5393192768096924,10,835,286,869,371,N/A,N/A
758,car,0.6146926879882812,19,1183,319,1231,348,N/A,N/A
759,car,0.8118497729301453,14,939,299,1129,429,matrícula,mk
759,car,0.8118497729301453,14,939,299,1129,429,N/A,N/A
759,car,0.6492778658866882,17,1305,323,1360,361,N/A,N/A
759,person,0.45658451318740845,10,836,288,870,370,N/A,N/A
759,car,0.638835072517395,19,1183,319,1232,348,N/A,N/A
760,car,0.7506259083747864,14,933,298,1122,431,matrícula,mk
760,car,0.7506259083747864,14,933,298,1122,431,N/A,N/A
760,car,0.6051787734031677,17,1304,324,1359,361,N/A,N/A
760,car,0.6470947265625,19,1183,319,1233,348,N/A,N/A
761,car,0.7229230403900146,14,927,298,1117,433,matrícula,mk
761,car,0.7229230403900146,14,927,298,1117,433,N/A,N/A
761,car,0.6412855982780457,17,1303,323,1359,361,N/A,N/A
761,car,0.6649835705757141,19,1182,319,1234,348,N/A,N/A
762,car,0.5826942324638367,14,922,296,1114,436,matrícula,mk
762,car,0.5826942324638367,14,922,296,1114,436,N/A,N/A
762,car,0.6711016297340393,17,1302,322,1359,361,N/A,N/A
762,car,0.6722964644432068,19,1181,319,1235,348,N/A,N/A
763,car,0.7565783858299255,14,916,296,1112,439,matrícula,mk
763,car,0.7565783858299255,14,916,296,1112,439,N/A,N/A
763,car,0.638836681842804,17,1301,322,1358,361,N/A,N/A
763,car,0.6481608748435974,19,1183,318,1236,348,N/A,N/A
764,car,0.7943328022956848,14,908,295,1110,440,matrícula,mk
764,car,0.7943328022956848,14,908,295,1110,440,N/A,N/A
764,car,0.6219181418418884,17,1301,323,1356,361,N/A,N/A
764,car,0.6669095754623413,19,1183,318,1237,348,N/A,N/A
765,car,0.7356942296028137,14,900,294,1107,442,matrícula,mk
765,car,0.7356942296028137,14,900,294,1107,442,N/A,N/A
765,car,0.623650848865509,17,1301,323,1355,360,N/A,N/A
765,car,0.6660875082015991,19,1184,317,1237,348,N/A,N/A
766,car,0.6428874135017395,14,894,295,1104,445,matrícula,mk
766,car,0.6428874135017395,14,894,295,1104,445,N/A,N/A
766,car,0.6397532224655151,17,1300,323,1353,360,N/A,N/A
766,car,0.656446099281311,19,1184,317,1238,348,N/A,N/A
767,car,0.6726893186569214,14,887,294,1101,449,matrícula,mk
767,car,0.6726893186569214,14,887,294,1101,449,N/A,N/A
767,car,0.6557491421699524,17,1300,323,1352,360,N/A,N/A
767,car,0.660934567451477,19,1184,317,1238,347,N/A,N/A
768,car,0.670041024684906,14,879,294,1098,452,matrícula,mk
768,car,0.670041024684906,14,879,294,1098,452,N/A,N/A
768,car,0.644206166267395,17,1300,322,1351,359,N/A,N/A
768,car,0.6424199342727661,19,1186,317,1238,348,N/A,N/A
769,car,0.713241457939148,14,871,294,1093,455,matrícula,mk
769,car,0.713241457939148,14,871,294,1093,455,N/A,N/A
769,car,0.6301043629646301,17,1299,322,1349,359,N/A,N/A
769,car,0.6291020512580872,19,1187,318,1239,349,N/A,N/A
770,car,0.7651578187942505,14,862,294,1091,458,matrícula,mk
770,car,0.7651578187942505,14,862,294,1091,458,N/A,N/A
770,car,0.6019424200057983,17,1298,322,1348,359,N/A,N/A
770,car,0.6356908082962036,19,1190,317,1240,349,N/A,N/A
771,car,0.8676324486732483,14,853,294,1088,460,matrícula,m
771,car,0.8676324486732483,14,853,294,1088,460,N/A,N/A
771,car,0.6182942390441895,17,1297,321,1347,359,N/A,N/A
771,car,0.5717067718505859,19,1192,318,1241,349,N/A,N/A
772,car,0.6415480971336365,14,842,294,1085,463,matrícula,m
772,car,0.6415480971336365,14,842,294,1085,463,N/A,N/A
772,car,0.6102083325386047,17,1296,321,1347,359,N/A,N/A
772,car,0.597183346748352,19,1194,318,1241,348,N/A,N/A
773,car,0.708986759185791,14,832,293,1082,466,matrícula,m
773,car,0.708986759185791,14,832,293,1082,466,N/A,N/A
773,car,0.5565868020057678,17,1294,322,1347,359,N/A,N/A
773,car,0.6032159924507141,19,1193,317,1242,348,N/A,N/A
774,car,0.8802319765090942,14,823,293,1076,469,matrícula,m
774,car,0.8802319765090942,14,823,293,1076,469,N/A,N/A
774,car,0.5317159295082092,17,1291,322,1346,359,N/A,N/A
774,car,0.6075659990310669,19,1192,317,1242,348,N/A,N/A
775,car,0.882612407207489,14,812,292,1073,474,matrícula,m
775,car,0.882612407207489,14,812,292,1073,474,N/A,N/A
775,car,0.5655750632286072,17,1288,322,1344,358,N/A,N/A
775,car,0.5961844325065613,19,1191,319,1243,349,N/A,N/A
776,car,0.8913796544075012,14,801,292,1069,477,matrícula,m
776,car,0.8913796544075012,14,801,292,1069,477,N/A,N/A
776,car,0.5759531855583191,17,1287,323,1343,358,N/A,N/A
776,car,0.6149277091026306,19,1191,319,1244,350,N/A,N/A
777,car,0.8797789812088013,14,789,292,1064,481,matrícula,m
777,car,0.8797789812088013,14,789,292,1064,481,N/A,N/A
777,car,0.6240861415863037,17,1287,322,1343,358,N/A,N/A
777,car,0.5798265933990479,19,1193,319,1244,350,N/A,N/A
778,car,0.8749289512634277,14,777,291,1061,486,matrícula,m
778,car,0.8749289512634277,14,777,291,1061,486,N/A,N/A
778,car,0.6239621043205261,17,1287,322,1342,357,N/A,N/A
778,car,0.6096411347389221,19,1195,320,1245,351,N/A,N/A
779,car,0.8867799043655396,14,764,291,1056,489,matrícula,m
779,car,0.8867799043655396,14,764,291,1056,489,N/A,N/A
779,car,0.5996579527854919,17,1286,322,1343,358,N/A,N/A
779,car,0.631837010383606,19,1197,320,1246,351,N/A,N/A
780,car,0.8769024014472961,14,750,290,1051,495,matrícula,m
780,car,0.8769024014472961,14,750,290,1051,495,N/A,N/A
780,car,0.6191323399543762,17,1287,322,1342,357,N/A,N/A
780,car,0.6354091167449951,19,1197,320,1246,351,N/A,N/A
781,car,0.9169487953186035,14,736,290,1046,499,matrícula,m
781,car,0.9169487953186035,14,736,290,1046,499,N/A,N/A
781,car,0.6314283013343811,17,1287,321,1342,357,N/A,N/A
781,car,0.6574362516403198,19,1196,321,1245,352,N/A,N/A
782,car,0.9156924486160278,14,721,290,1042,505,matrícula,m
782,car,0.9156924486160278,14,721,290,1042,505,N/A,N/A
782,car,0.6280550956726074,17,1287,320,1342,357,N/A,N/A
782,car,0.6473602056503296,19,1195,320,1245,352,N/A,N/A
783,car,0.9000928401947021,14,705,289,1037,511,matrícula,m
783,car,0.9000928401947021,14,705,289,1037,511,N/A,N/A
783,car,0.6420021653175354,17,1286,320,1341,357,N/A,N/A
783,car,0.6423648595809937,19,1195,321,1246,353,N/A,N/A
784,car,0.9291287064552307,14,688,288,1029,516,matrícula,m
784,car,0.9291287064552307,14,688,288,1029,516,N/A,N/A
784,car,0.6132069826126099,17,1285,320,1340,356,N/A,N/A
784,car,0.6897388100624084,19,1196,322,1247,353,N/A,N/A
785,car,0.932783842086792,14,668,287,1024,521,matrícula,m
785,car,0.932783842086792,14,668,287,1024,521,N/A,N/A
785,car,0.6327215433120728,17,1285,320,1340,356,N/A,N/A
785,car,0.6834235191345215,19,1197,321,1247,353,N/A,N/A
786,car,0.931303858757019,14,648,287,1018,527,matrícula,m
786,car,0.931303858757019,14,648,287,1018,527,N/A,N/A
786,car,0.6266933679580688,17,1284,320,1340,356,N/A,N/A
786,car,0.6900203824043274,19,1197,321,1248,354,N/A,N/A
787,car,0.9431402087211609,14,629,285,1012,534,matrícula,m
787,car,0.9431402087211609,14,629,285,1012,534,N/A,N/A
787,car,0.6344728469848633,17,1284,319,1339,356,N/A,N/A
787,car,0.6923862099647522,19,1196,321,1248,354,N/A,N/A
788,car,0.9164310097694397,14,606,285,1005,540,matrícula,m
788,car,0.9164310097694397,14,606,285,1005,540,N/A,N/A
788,car,0.6188551187515259,17,1282,319,1337,356,N/A,N/A
788,car,0.6866758465766907,19,1195,321,1248,354,N/A,N/A
789,car,0.8893299102783203,14,583,284,1000,548,matrícula,m
789,car,0.8893299102783203,14,583,284,1000,548,N/A,N/A
789,car,0.6103785634040833,17,1282,319,1335,355,N/A,N/A
789,car,0.6829068660736084,19,1196,320,1249,354,N/A,N/A
790,car,0.9223880171775818,14,557,284,994,557,matrícula,m
790,car,0.9223880171775818,14,557,284,994,557,N/A,N/A
790,car,0.6226860880851746,17,1282,319,1332,355,N/A,N/A
790,car,0.661766529083252,19,1195,320,1249,354,N/A,N/A
791,car,0.9227975606918335,14,528,284,983,565,matrícula,m
791,car,0.9227975606918335,14,528,284,983,565,N/A,N/A
791,car,0.6431065201759338,17,1281,318,1332,355,N/A,N/A
791,car,0.6269016861915588,19,1195,319,1249,354,N/A,N/A
792,car,0.9275879263877869,14,500,283,975,574,matrícula,m
792,car,0.9275879263877869,14,500,283,975,574,N/A,N/A
792,car,0.6313715577125549,17,1281,318,1331,355,N/A,N/A
792,car,0.6193563938140869,19,1195,319,1250,355,N/A,N/A
793,car,0.882279098033905,14,468,282,965,587,matrícula,2
793,car,0.882279098033905,14,468,282,965,587,N/A,N/A
793,car,0.6236653923988342,17,1282,319,1334,355,N/A,N/A
793,car,0.5823143124580383,19,1196,318,1251,355,N/A,N/A
794,car,0.9281972646713257,14,431,280,955,599,matrícula,2
794,car,0.9281972646713257,14,431,280,955,599,N/A,N/A
794,car,0.6156613230705261,17,1282,320,1335,355,N/A,N/A
794,car,0.5442519187927246,19,1198,319,1251,355,N/A,N/A
795,car,0.9319215416908264,14,395,279,945,612,matrícula,2
795,car,0.9319215416908264,14,395,279,945,612,N/A,N/A
795,car,0.6299908757209778,17,1281,319,1332,355,N/A,N/A
795,car,0.5842767953872681,19,1199,320,1251,356,N/A,N/A
796,car,0.9273844957351685,14,351,278,934,623,matrícula,2
796,car,0.9273844957351685,14,351,278,934,623,N/A,N/A
796,car,0.6291486024856567,17,1281,320,1332,354,N/A,N/A
796,car,0.6070100665092468,19,1201,321,1251,356,N/A,N/A
797,car,0.9351846575737,14,304,277,922,641,matrícula,2
797,car,0.9351846575737,14,304,277,922,641,N/A,N/A
797,car,0.6307888031005859,17,1281,320,1335,354,N/A,N/A
797,car,0.6299118399620056,19,1202,321,1251,356,N/A,N/A
798,car,0.865585207939148,14,250,275,910,655,matrícula,2
798,car,0.865585207939148,14,250,275,910,655,N/A,N/A
798,car,0.626095175743103,17,1280,320,1336,354,N/A,N/A
798,car,0.6389340758323669,19,1202,322,1252,357,N/A,N/A
799,car,0.8523040413856506,14,194,270,899,675,matrícula,2
799,car,0.8523040413856506,14,194,270,899,675,N/A,N/A
799,car,0.5962323546409607,17,1280,319,1330,353,N/A,N/A
799,car,0.5957739949226379,19,1201,321,1253,357,N/A,N/A
799,car,0.6119136810302734,20,1343,322,1384,353,N/A,N/A
800,car,0.9256492853164673,14,130,267,883,698,matrícula,2
800,car,0.9256492853164673,14,130,267,883,698,N/A,N/A
800,car,0.5216087102890015,17,1279,320,1321,352,N/A,N/A
800,car,0.5808854699134827,19,1202,321,1254,357,N/A,N/A
800,car,0.5938394665718079,20,1343,322,1383,353,N/A,N/A
801,car,0.9132871031761169,14,54,264,868,720,matrícula,2
801,car,0.9132871031761169,14,54,264,868,720,N/A,N/A
801,car,0.5202299952507019,17,1278,319,1317,353,N/A,N/A
801,car,0.5848883390426636,19,1202,321,1255,357,N/A,N/A
801,car,0.5698677897453308,20,1344,322,1383,353,N/A,N/A
802,car,0.9247968792915344,14,8,262,852,747,matrícula,2
802,car,0.9247968792915344,14,8,262,852,747,N/A,N/A
802,car,0.5539757609367371,17,1276,318,1315,351,N/A,N/A
802,car,0.5888136029243469,19,1202,321,1256,357,N/A,N/A
802,car,0.5658082962036133,20,1344,322,1384,353,N/A,N/A
803,car,0.9332059621810913,14,0,259,834,779,matrícula,2
803,car,0.9332059621810913,14,0,259,834,779,N/A,N/A
803,car,0.577179491519928,17,1275,317,1314,350,N/A,N/A
803,car,0.550364077091217,19,1200,320,1257,357,N/A,N/A
803,car,0.5773319602012634,20,1344,322,1384,352,N/A,N/A
804,car,0.9232006072998047,14,0,254,815,815,N/A,N/A
804,car,0.577114462852478,17,1274,317,1313,350,N/A,N/A
804,car,0.5860331058502197,19,1198,320,1258,357,N/A,N/A
804,car,0.57546067237854,20,1344,322,1384,352,N/A,N/A
805,car,0.9202447533607483,14,0,251,792,865,N/A,N/A
805,car,0.5071331858634949,17,1276,318,1318,350,N/A,N/A
805,car,0.6496411561965942,19,1197,319,1259,358,N/A,N/A
805,car,0.5642349720001221,20,1343,322,1383,352,N/A,N/A
806,car,0.9391485452651978,14,0,246,770,913,N/A,N/A
806,car,0.4039440453052521,17,1275,317,1314,349,N/A,N/A
806,car,0.661011815071106,19,1199,320,1261,358,N/A,N/A
806,car,0.5731701850891113,20,1343,322,1384,352,N/A,N/A
807,car,0.9491497278213501,14,0,243,743,964,N/A,N/A
807,car,0.6693224310874939,19,1200,319,1262,358,N/A,N/A
807,car,0.5613093376159668,20,1343,322,1383,352,N/A,N/A
808,car,0.960349977016449,14,0,241,713,1031,N/A,N/A
808,car,0.6368790864944458,19,1201,319,1262,359,N/A,N/A
808,car,0.5616359710693359,20,1343,322,1383,353,N/A,N/A
809,car,0.9600834250450134,14,0,237,682,1056,N/A,N/A
809,car,0.5866550207138062,19,1202,320,1263,359,N/A,N/A
809,car,0.553241491317749,20,1343,322,1382,352,N/A,N/A
810,car,0.9431275129318237,14,0,232,645,997,N/A,N/A
810,car,0.667335033416748,19,1202,320,1265,360,N/A,N/A
810,car,0.5623272657394409,20,1343,322,1382,352,N/A,N/A
811,car,0.9442617297172546,14,0,226,602,968,N/A,N/A
811,car,0.6429773569107056,19,1202,319,1267,360,N/A,N/A
811,car,0.5732024312019348,20,1343,321,1382,352,N/A,N/A
812,car,0.9453603625297546,14,0,220,555,955,N/A,N/A
812,car,0.5827900171279907,19,1202,318,1269,361,N/A,N/A
812,car,0.5646902322769165,20,1343,322,1383,352,N/A,N/A
813,car,0.9309653043746948,14,0,219,502,952,N/A,N/A
813,car,0.5683165192604065,19,1202,318,1270,361,N/A,N/A
813,car,0.561993420124054,20,1343,321,1383,352,N/A,N/A
814,car,0.8803979754447937,14,0,228,438,952,N/A,N/A
814,car,0.5714004635810852,19,1203,318,1271,362,N/A,N/A
814,car,0.575179398059845,20,1343,322,1383,352,N/A,N/A
815,car,0.771293044090271,14,0,241,364,984,N/A,N/A
815,car,0.6378543972969055,19,1203,318,1272,361,N/A,N/A
815,car,0.571067750453949,20,1343,321,1382,352,N/A,N/A
816,car,0.823658287525177,14,0,302,274,1039,N/A,N/A
816,car,0.708247184753418,19,1203,319,1273,361,N/A,N/A
816,car,0.570781409740448,20,1343,321,1382,352,N/A,N/A
817,car,0.7977582812309265,14,0,392,163,1046,N/A,N/A
817,car,0.6817269921302795,19,1204,319,1272,361,N/A,N/A
817,car,0.580629825592041,20,1343,322,1382,352,N/A,N/A
818,car,0.7052807211875916,19,1206,318,1273,362,N/A,N/A
818,car,0.5782930254936218,20,1343,322,1381,352,N/A,N/A
818,car,0.5178961753845215,12,1302,319,1343,347,N/A,N/A
819,car,0.7488680481910706,19,1206,319,1274,363,N/A,N/A
819,car,0.5732294917106628,20,1343,322,1382,352,N/A,N/A
819,car,0.501564621925354,12,1302,320,1344,347,N/A,N/A
820,car,0.7787815928459167,19,1207,319,1274,363,N/A,N/A
820,car,0.5720959305763245,20,1343,322,1382,352,N/A,N/A
820,car,0.48791083693504333,12,1303,320,1344,348,N/A,N/A
821,car,0.7767799496650696,19,1208,320,1276,363,N/A,N/A
821,car,0.5565571784973145,20,1343,321,1382,352,N/A,N/A
821,car,0.49288251996040344,12,1302,320,1344,348,N/A,N/A
822,car,0.7597527503967285,19,1209,320,1277,363,N/A,N/A
822,car,0.5660238265991211,20,1343,322,1383,352,N/A,N/A
822,car,0.484149307012558,12,1302,319,1344,348,N/A,N/A
823,car,0.7260414361953735,19,1209,320,1278,364,N/A,N/A
823,car,0.5656102299690247,20,1343,322,1384,352,N/A,N/A
823,car,0.4884985089302063,12,1301,319,1344,348,N/A,N/A
824,car,0.7320510149002075,19,1210,321,1279,364,N/A,N/A
824,car,0.5639161467552185,20,1343,321,1384,352,N/A,N/A
824,car,0.48912984132766724,12,1301,320,1344,348,N/A,N/A
825,car,0.7143406867980957,19,1212,320,1280,364,N/A,N/A
825,car,0.5764806270599365,20,1344,321,1384,352,N/A,N/A
825,car,0.5055962800979614,12,1301,320,1345,348,N/A,N/A
826,car,0.7171122431755066,19,1212,319,1280,365,N/A,N/A
826,car,0.5688360929489136,20,1343,321,1384,352,N/A,N/A
826,car,0.5151915550231934,12,1301,320,1345,348,N/A,N/A
826,car,0.6281395554542542,21,1431,325,1512,380,N/A,N/A
